0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
"(1272, 143.0, 0.91599)","(1272, 143.0, 0.91606)","(1272, 143.0, 0.91599)","(3538, 143.0, 0.24331)","(3538, 143.0, 0.24334)","(7279, 143.0, 0.91067)","(7279, 143.0, 0.90959)","(1272, 143.0, 0.91581)","(6950, 143.0, 0.51813)","(1272, 143.0, 0.91606)","(6950, 143.0, 0.51813)","(1272, 143.0, 0.91606)","(1272, 143.0, 0.91599)","(6942, 143.0, 0.63357)","(1272, 143.0, 0.91606)","(6942, 143.0, 0.6345)","(1297, 143.0, 0.84581)","(1297, 143.0, 0.84185)","(3226, 143.0, 0.95101)","(7287, 143.0, 0.30099)","(7287, 143.0, 0.30011)","(7287, 143.0, 0.30052)","(7279, 143.0, 0.90944)","(6164, 143.0, 0.33962)","(6164, 143.0, 0.33793)","(1291, 143.0, 1.41841)","(6942, 143.0, 0.6345)","(1272, 143.0, 0.91581)","(1272, 143.0, 0.91408)","(1291, 143.0, 1.42231)","(7279, 143.0, 0.91067)","(1272, 143.0, 0.91606)","(6942, 143.0, 0.63357)","(1651, 143.0, 0.99837)","(517, 143.0, 0.86057)","(517, 143.0, 0.85956)","(6164, 143.0, 0.34254)","(6942, 143.0, 0.62871)","(1272, 143.0, 0.91606)","(1351, 143.0, 0.23773)","(1351, 143.0, 0.24085)","(7279, 143.0, 0.90944)","(7279, 143.0, 0.91043)","(6674, 143.0, 0.37461)","(1272, 143.0, 0.91606)","(1272, 143.0, 0.91581)","(1272, 143.0, 0.91599)","(6674, 143.0, 0.37431)","(517, 143.0, 0.86057)","(517, 143.0, 0.86057)","(517, 143.0, 0.85775)","(6942, 143.0, 0.6345)","(1272, 143.0, 0.91606)","(6674, 143.0, 0.37497)","(1351, 143.0, 0.23594)","(7279, 143.0, 0.91067)","(7279, 143.0, 0.91043)","(1291, 143.0, 1.41841)","(1297, 143.0, 0.84668)","(1618, 143.0, 0.39483)","(7287, 143.0, 0.30052)","(1291, 143.0, 1.41841)","(1690, 143.0, 0.61997)","(6858, 143.0, 0.63715)","(7067, 143.0, 0.90595)","(1272, 143.0, 0.91606)","(2786, 143.0, 0.81742)","(3538, 143.0, 0.24284)","(1651, 143.0, 0.99976)","(6942, 143.0, 0.6345)","(6876, 143.0, 0.48034)","(6942, 143.0, 0.6345)","(3538, 143.0, 0.24334)","(1603, 143.0, 1.08596)","(5781, 143.0, 0.33287)","(1781, 143.0, 0.4749)","(572, 143.0, 0.73339)","(6950, 143.0, 0.51361)","(7276, 143.0, 1.0971)","(2479, 143.0, 0.95796)","(3317, 143.0, 0.88356)","(2291, 143.0, 0.33959)","(4510, 143.0, 0.41939)"
"(7279, 142.0, 0.90959)","(7279, 142.0, 0.91043)","(6950, 142.0, 0.51361)","(6674, 142.0, 0.37497)","(6674, 142.0, 0.37461)","(1291, 142.0, 1.42231)","(1291, 142.0, 1.42111)","(7279, 142.0, 0.91067)","(3538, 142.0, 0.24284)","(7279, 142.0, 0.91043)","(7279, 142.0, 0.90944)","(7279, 142.0, 0.91043)","(7279, 142.0, 0.90959)","(6950, 142.0, 0.51322)","(6950, 142.0, 0.51322)","(6674, 142.0, 0.37497)","(3226, 142.0, 0.95054)","(3226, 142.0, 0.94679)","(6942, 142.0, 0.63357)","(1651, 142.0, 0.99837)","(1651, 142.0, 0.99459)","(1651, 142.0, 0.9992)","(1351, 142.0, 0.24085)","(1651, 142.0, 0.99837)","(1651, 142.0, 0.9992)","(6950, 142.0, 0.51813)","(6950, 142.0, 0.51308)","(7279, 142.0, 0.91067)","(6950, 142.0, 0.51813)","(7279, 142.0, 0.91067)","(3538, 142.0, 0.24331)","(6950, 142.0, 0.51322)","(7279, 142.0, 0.91043)","(1351, 142.0, 0.23773)","(1351, 142.0, 0.23594)","(1351, 142.0, 0.23773)","(3538, 142.0, 0.24284)","(1272, 142.0, 0.91408)","(6950, 142.0, 0.51322)","(462, 142.0, 0.87805)","(462, 142.0, 0.87449)","(6942, 142.0, 0.62871)","(6942, 142.0, 0.63357)","(1690, 142.0, 0.6198)","(6950, 142.0, 0.51322)","(6942, 142.0, 0.6345)","(6942, 142.0, 0.63235)","(6950, 142.0, 0.51813)","(6950, 142.0, 0.51308)","(1651, 142.0, 0.99976)","(1651, 142.0, 0.99459)","(6674, 142.0, 0.37497)","(7279, 142.0, 0.91043)","(7287, 142.0, 0.30066)","(1272, 142.0, 0.91581)","(6950, 142.0, 0.51308)","(6950, 142.0, 0.51322)","(7279, 142.0, 0.90944)","(7279, 142.0, 0.91067)","(6421, 142.0, 0.29673)","(3538, 142.0, 0.24334)","(7279, 142.0, 0.90944)","(3538, 142.0, 0.24364)","(1651, 142.0, 0.9992)","(7288, 142.0, 0.7556)","(3538, 142.0, 0.24334)","(2587, 142.0, 0.28225)","(387, 142.0, 0.45803)","(1351, 142.0, 0.23594)","(6950, 142.0, 0.51308)","(6731, 142.0, 0.43476)","(1690, 142.0, 0.62027)","(6858, 142.0, 0.63715)","(1787, 142.0, 1.20901)","(6674, 142.0, 0.37431)","(3218, 142.0, 0.35072)","(7287, 142.0, 0.30052)","(6942, 142.0, 0.63235)","(6858, 142.0, 0.63693)","(729, 142.0, 0.71795)","(5712, 142.0, 0.43408)","(693, 142.0, 0.48789)","(2177, 142.0, 0.62879)"
"(3538, 141.0, 0.24364)","(3538, 141.0, 0.24334)","(7279, 141.0, 0.90959)","(6950, 141.0, 0.51308)","(6950, 141.0, 0.51322)","(6950, 141.0, 0.51308)","(6950, 141.0, 0.51361)","(6950, 141.0, 0.51308)","(517, 141.0, 0.85775)","(6950, 141.0, 0.51322)","(6942, 141.0, 0.62871)","(6950, 141.0, 0.51322)","(6950, 141.0, 0.51361)","(7279, 141.0, 0.91043)","(7279, 141.0, 0.91043)","(1291, 141.0, 1.42231)","(6942, 141.0, 0.63235)","(6942, 141.0, 0.62871)","(6674, 141.0, 0.37461)","(1690, 141.0, 0.61997)","(1690, 141.0, 0.61809)","(1690, 141.0, 0.6198)","(3226, 141.0, 0.94679)","(1690, 141.0, 0.61997)","(1690, 141.0, 0.6198)","(7279, 141.0, 0.90944)","(7279, 141.0, 0.91067)","(6950, 141.0, 0.51308)","(3538, 141.0, 0.24284)","(6950, 141.0, 0.51308)","(6950, 141.0, 0.51308)","(7279, 141.0, 0.91043)","(6950, 141.0, 0.51322)","(1291, 141.0, 1.42111)","(1651, 141.0, 0.99976)","(1651, 141.0, 0.99837)","(3093, 141.0, 0.79721)","(7279, 141.0, 0.90944)","(7279, 141.0, 0.91043)","(1690, 141.0, 0.61997)","(1690, 141.0, 0.61809)","(3538, 141.0, 0.24284)","(3538, 141.0, 0.24334)","(3093, 141.0, 0.79907)","(7279, 141.0, 0.91043)","(7279, 141.0, 0.91067)","(7279, 141.0, 0.90959)","(1690, 141.0, 0.61809)","(1651, 141.0, 0.99976)","(6950, 141.0, 0.51308)","(6950, 141.0, 0.51813)","(1690, 141.0, 0.62027)","(1351, 141.0, 0.23686)","(3093, 141.0, 0.79891)","(1651, 141.0, 0.99976)","(1651, 141.0, 0.99976)","(1651, 141.0, 0.9992)","(3538, 141.0, 0.24284)","(6295, 141.0, 0.42827)","(1207, 141.0, 0.41435)","(462, 141.0, 0.87841)","(3538, 141.0, 0.24284)","(1272, 141.0, 0.91599)","(5781, 141.0, 0.32824)","(3697, 141.0, 0.88486)","(6950, 141.0, 0.51322)","(1855, 141.0, 0.63173)","(6674, 141.0, 0.37431)","(7279, 141.0, 0.91067)","(7279, 141.0, 0.91067)","(5781, 141.0, 0.33287)","(1272, 141.0, 0.91581)","(6950, 141.0, 0.51322)","(1440, 141.0, 0.4019)","(6979, 141.0, 0.53464)","(903, 141.0, 0.47933)","(99, 141.0, 0.69083)","(517, 141.0, 0.85956)","(1481, 141.0, 0.39983)","(7150, 141.0, 0.15761)","(4047, 141.0, 0.55627)","(7249, 141.0, 0.40708)","(2533, 141.0, 0.75523)"
"(6950, 140.0, 0.51361)","(6950, 140.0, 0.51322)","(3538, 140.0, 0.24364)","(1690, 140.0, 0.62027)","(1690, 140.0, 0.6198)","(3538, 140.0, 0.24331)","(3538, 140.0, 0.24364)","(3538, 140.0, 0.24331)","(6674, 140.0, 0.37431)","(3538, 140.0, 0.24334)","(6674, 140.0, 0.37431)","(3538, 140.0, 0.24334)","(3538, 140.0, 0.24364)","(6674, 140.0, 0.37461)","(3538, 140.0, 0.24334)","(1272, 140.0, 0.91581)","(6674, 140.0, 0.37459)","(6674, 140.0, 0.37431)","(1291, 140.0, 1.4221)","(6942, 140.0, 0.63235)","(6942, 140.0, 0.62871)","(6942, 140.0, 0.63357)","(1291, 140.0, 1.41841)","(7197, 140.0, 0.46114)","(7197, 140.0, 0.46081)","(3538, 140.0, 0.24284)","(3538, 140.0, 0.24331)","(3538, 140.0, 0.24331)","(7279, 140.0, 0.90944)","(3538, 140.0, 0.24331)","(1291, 140.0, 1.42231)","(3538, 140.0, 0.24334)","(3538, 140.0, 0.24334)","(7276, 140.0, 1.09516)","(1690, 140.0, 0.62027)","(1690, 140.0, 0.61997)","(6674, 140.0, 0.37431)","(6950, 140.0, 0.51813)","(3538, 140.0, 0.24334)","(6950, 140.0, 0.51361)","(6950, 140.0, 0.51813)","(6950, 140.0, 0.51813)","(6950, 140.0, 0.51322)","(1272, 140.0, 0.91606)","(3538, 140.0, 0.24334)","(1351, 140.0, 0.23594)","(1351, 140.0, 0.23773)","(7197, 140.0, 0.46451)","(6942, 140.0, 0.6345)","(6942, 140.0, 0.6345)","(6942, 140.0, 0.62871)","(1272, 140.0, 0.91581)","(1291, 140.0, 1.4221)","(1690, 140.0, 0.62027)","(6950, 140.0, 0.51308)","(6942, 140.0, 0.6345)","(6942, 140.0, 0.63357)","(6950, 140.0, 0.51813)","(462, 140.0, 0.87866)","(5065, 140.0, 0.15025)","(3093, 140.0, 0.79907)","(6950, 140.0, 0.51813)","(6950, 140.0, 0.51361)","(3226, 140.0, 0.95101)","(6295, 140.0, 0.42827)","(7279, 140.0, 0.91043)","(816, 140.0, 0.52252)","(1272, 140.0, 0.91408)","(3538, 140.0, 0.24331)","(3538, 140.0, 0.24331)","(1855, 140.0, 0.63173)","(1351, 140.0, 0.23594)","(3226, 140.0, 0.95101)","(1272, 140.0, 0.91599)","(3882, 140.0, 0.25741)","(7199, 140.0, 0.38585)","(7238, 140.0, 1.35698)","(3538, 140.0, 0.24364)","(6950, 140.0, 0.51308)","(3383, 140.0, 0.42057)","(4007, 140.0, 0.46512)","(486, 140.0, 0.53547)","(507, 140.0, 0.54574)"
"(1351, 139.0, 0.23773)","(1351, 139.0, 0.23686)","(6674, 139.0, 0.37459)","(7279, 139.0, 0.91067)","(7279, 139.0, 0.91043)","(6858, 139.0, 0.63693)","(6858, 139.0, 0.63747)","(517, 139.0, 0.86057)","(1351, 139.0, 0.24085)","(517, 139.0, 0.86044)","(7197, 139.0, 0.46451)","(6674, 139.0, 0.37461)","(1690, 139.0, 0.61997)","(3538, 139.0, 0.24334)","(6674, 139.0, 0.37461)","(1481, 139.0, 0.39983)","(1291, 139.0, 1.42111)","(1291, 139.0, 1.41841)","(1272, 139.0, 0.91606)","(1272, 139.0, 0.91599)","(1272, 139.0, 0.91408)","(1272, 139.0, 0.91606)","(6950, 139.0, 0.51813)","(1272, 139.0, 0.91599)","(1272, 139.0, 0.91606)","(6674, 139.0, 0.37431)","(6674, 139.0, 0.37497)","(1690, 139.0, 0.62027)","(1690, 139.0, 0.61809)","(6674, 139.0, 0.37497)","(6674, 139.0, 0.37497)","(6674, 139.0, 0.37461)","(1690, 139.0, 0.6198)","(517, 139.0, 0.85956)","(6674, 139.0, 0.37497)","(6674, 139.0, 0.37459)","(517, 139.0, 0.85775)","(1690, 139.0, 0.61809)","(6674, 139.0, 0.37461)","(1603, 139.0, 1.08596)","(1603, 139.0, 1.08186)","(1690, 139.0, 0.61809)","(1690, 139.0, 0.6198)","(7279, 139.0, 0.91043)","(6674, 139.0, 0.37461)","(6950, 139.0, 0.51308)","(6950, 139.0, 0.51361)","(3538, 139.0, 0.24284)","(3538, 139.0, 0.24331)","(3538, 139.0, 0.24331)","(3538, 139.0, 0.24284)","(517, 139.0, 0.86057)","(6950, 139.0, 0.51322)","(7197, 139.0, 0.45992)","(1603, 139.0, 1.08701)","(6674, 139.0, 0.37497)","(6674, 139.0, 0.37461)","(6674, 139.0, 0.37431)","(6858, 139.0, 0.63693)","(6942, 139.0, 0.6345)","(1272, 139.0, 0.91606)","(6674, 139.0, 0.37431)","(6942, 139.0, 0.63235)","(6979, 139.0, 0.53909)","(6766, 139.0, 0.72388)","(1690, 139.0, 0.6198)","(4745, 139.0, 0.27752)","(7197, 139.0, 0.46451)","(1690, 139.0, 0.62027)","(1690, 139.0, 0.62027)","(6766, 139.0, 0.7221)","(6950, 139.0, 0.51308)","(7279, 139.0, 0.91043)","(903, 139.0, 0.47838)","(6942, 139.0, 0.62871)","(1787, 139.0, 1.20966)","(2471, 139.0, 0.46972)","(6674, 139.0, 0.37459)","(572, 139.0, 0.73383)","(6367, 139.0, 0.42715)","(4670, 139.0, 0.33507)","(3555, 139.0, 1.00545)","(1299, 139.0, 0.34684)"
"(1690, 138.0, 0.61997)","(1690, 138.0, 0.6198)","(1690, 138.0, 0.61997)","(1272, 138.0, 0.91581)","(1272, 138.0, 0.91606)","(6674, 138.0, 0.37497)","(6674, 138.0, 0.37459)","(6674, 138.0, 0.37497)","(1690, 138.0, 0.61809)","(6674, 138.0, 0.37461)","(1651, 138.0, 0.99459)","(1690, 138.0, 0.6198)","(6674, 138.0, 0.37459)","(1690, 138.0, 0.6198)","(1690, 138.0, 0.6198)","(7243, 138.0, 0.9727)","(1272, 138.0, 0.91599)","(1272, 138.0, 0.91408)","(1481, 138.0, 0.40054)","(3093, 138.0, 0.79892)","(3093, 138.0, 0.79721)","(3093, 138.0, 0.79907)","(6674, 138.0, 0.37431)","(7279, 138.0, 0.90959)","(7279, 138.0, 0.91043)","(1690, 138.0, 0.61809)","(517, 138.0, 0.86057)","(6674, 138.0, 0.37497)","(6674, 138.0, 0.37431)","(1690, 138.0, 0.62027)","(1690, 138.0, 0.62027)","(517, 138.0, 0.86044)","(6674, 138.0, 0.37461)","(6674, 138.0, 0.37459)","(6950, 138.0, 0.51308)","(6950, 138.0, 0.51361)","(6950, 138.0, 0.51813)","(6674, 138.0, 0.37431)","(1690, 138.0, 0.6198)","(1272, 138.0, 0.91599)","(1272, 138.0, 0.91408)","(1351, 138.0, 0.24085)","(1351, 138.0, 0.23686)","(1291, 138.0, 1.4221)","(1690, 138.0, 0.6198)","(1690, 138.0, 0.62027)","(1690, 138.0, 0.61997)","(7279, 138.0, 0.90944)","(6674, 138.0, 0.37497)","(3093, 138.0, 0.79891)","(3093, 138.0, 0.79721)","(7279, 138.0, 0.91067)","(1690, 138.0, 0.6198)","(7289, 138.0, 0.40494)","(6942, 138.0, 0.6345)","(7197, 138.0, 0.45992)","(7197, 138.0, 0.46081)","(1690, 138.0, 0.61809)","(3226, 138.0, 0.9514)","(4810, 138.0, 0.47042)","(6674, 138.0, 0.37461)","(1690, 138.0, 0.61809)","(7279, 138.0, 0.90959)","(7289, 138.0, 0.40407)","(2342, 138.0, 0.20951)","(6674, 138.0, 0.37461)","(5532, 138.0, 0.31264)","(6661, 138.0, 0.42292)","(3093, 138.0, 0.79891)","(6674, 138.0, 0.37497)","(6950, 138.0, 0.51813)","(7279, 138.0, 0.91067)","(1351, 138.0, 0.23686)","(6766, 138.0, 0.72439)","(6950, 138.0, 0.51813)","(1440, 138.0, 0.40232)","(1291, 138.0, 1.4221)","(7279, 138.0, 0.90959)","(1418, 138.0, 0.51581)","(2307, 138.0, 0.52016)","(1767, 138.0, 0.87765)","(3116, 138.0, 1.36119)","(3154, 138.0, 0.45771)"
"(3093, 137.0, 0.79892)","(3093, 137.0, 0.79907)","(517, 137.0, 0.85956)","(1351, 137.0, 0.23594)","(1351, 137.0, 0.23686)","(517, 137.0, 0.86057)","(517, 137.0, 0.85956)","(1351, 137.0, 0.23594)","(6858, 137.0, 0.63632)","(1351, 137.0, 0.23686)","(1690, 137.0, 0.61809)","(1351, 137.0, 0.23686)","(1351, 137.0, 0.23773)","(517, 137.0, 0.86044)","(517, 137.0, 0.86044)","(3093, 137.0, 0.79891)","(1481, 137.0, 0.40126)","(1481, 137.0, 0.40626)","(3093, 137.0, 0.79907)","(7279, 137.0, 0.90959)","(7279, 137.0, 0.90944)","(7279, 137.0, 0.91043)","(6858, 137.0, 0.63632)","(6674, 137.0, 0.37459)","(6674, 137.0, 0.37461)","(1351, 137.0, 0.24085)","(1690, 137.0, 0.62027)","(1351, 137.0, 0.23594)","(1351, 137.0, 0.24085)","(1351, 137.0, 0.23594)","(6858, 137.0, 0.63693)","(1690, 137.0, 0.6198)","(1351, 137.0, 0.23686)","(7289, 137.0, 0.40366)","(6942, 137.0, 0.6345)","(6942, 137.0, 0.63235)","(6942, 137.0, 0.62871)","(1351, 137.0, 0.24085)","(1351, 137.0, 0.23686)","(7106, 137.0, 0.25995)","(7106, 137.0, 0.26229)","(6674, 137.0, 0.37431)","(6674, 137.0, 0.37461)","(1351, 137.0, 0.23686)","(1351, 137.0, 0.23686)","(3093, 137.0, 0.79891)","(3093, 137.0, 0.79892)","(6942, 137.0, 0.62871)","(7197, 137.0, 0.45992)","(1351, 137.0, 0.23594)","(1351, 137.0, 0.24085)","(3538, 137.0, 0.24331)","(6858, 137.0, 0.63715)","(6950, 137.0, 0.51308)","(3093, 137.0, 0.79891)","(1690, 137.0, 0.62027)","(1690, 137.0, 0.6198)","(1351, 137.0, 0.24085)","(4400, 137.0, 0.58529)","(6295, 137.0, 0.42827)","(7197, 137.0, 0.46081)","(1351, 137.0, 0.24085)","(7197, 137.0, 0.46114)","(1603, 137.0, 1.08663)","(1855, 137.0, 0.63286)","(1351, 137.0, 0.23686)","(6839, 137.0, 0.51882)","(1690, 137.0, 0.61809)","(6950, 137.0, 0.51308)","(517, 137.0, 0.86057)","(2202, 137.0, 0.44303)","(6674, 137.0, 0.37497)","(5781, 137.0, 0.32824)","(6858, 137.0, 0.63747)","(7289, 137.0, 0.40276)","(4738, 137.0, 0.29282)","(6785, 137.0, 0.3887)","(7197, 137.0, 0.46114)","(7238, 137.0, 1.35756)","(1571, 137.0, 0.41356)","(4283, 137.0, 0.44908)","(6143, 137.0, 1.23495)","(5204, 137.0, 0.26092)"
"(6674, 136.0, 0.37459)","(6674, 136.0, 0.37461)","(6858, 136.0, 0.63747)","(3093, 136.0, 0.79891)","(3093, 136.0, 0.79907)","(3093, 136.0, 0.79891)","(3093, 136.0, 0.79892)","(1690, 136.0, 0.62027)","(3093, 136.0, 0.79721)","(1690, 136.0, 0.6198)","(7276, 136.0, 1.09345)","(6858, 136.0, 0.63715)","(517, 136.0, 0.85956)","(6858, 136.0, 0.63715)","(1351, 136.0, 0.23686)","(387, 136.0, 0.45584)","(7243, 136.0, 0.97168)","(7243, 136.0, 0.9699)","(387, 136.0, 0.4564)","(6858, 136.0, 0.63747)","(6858, 136.0, 0.63632)","(6858, 136.0, 0.63715)","(1690, 136.0, 0.61809)","(3538, 136.0, 0.24364)","(3538, 136.0, 0.24334)","(6858, 136.0, 0.63632)","(1351, 136.0, 0.23594)","(517, 136.0, 0.86057)","(517, 136.0, 0.85775)","(6858, 136.0, 0.63693)","(1351, 136.0, 0.23594)","(1351, 136.0, 0.23686)","(517, 136.0, 0.86044)","(6942, 136.0, 0.63235)","(3538, 136.0, 0.24331)","(3538, 136.0, 0.24364)","(7197, 136.0, 0.46451)","(3093, 136.0, 0.79721)","(517, 136.0, 0.86044)","(6164, 136.0, 0.33962)","(6164, 136.0, 0.34254)","(3093, 136.0, 0.79721)","(3093, 136.0, 0.79907)","(6858, 136.0, 0.63715)","(517, 136.0, 0.86044)","(6674, 136.0, 0.37497)","(6674, 136.0, 0.37459)","(517, 136.0, 0.85775)","(1351, 136.0, 0.23594)","(1690, 136.0, 0.62027)","(1690, 136.0, 0.61809)","(3093, 136.0, 0.79891)","(7289, 136.0, 0.40407)","(1351, 136.0, 0.23594)","(7197, 136.0, 0.45992)","(7276, 136.0, 1.0971)","(7276, 136.0, 1.09635)","(6858, 136.0, 0.63632)","(1689, 136.0, 1.21963)","(3707, 136.0, 0.50235)","(7279, 136.0, 0.91043)","(6858, 136.0, 0.63632)","(3093, 136.0, 0.79892)","(7243, 136.0, 0.97257)","(3397, 136.0, 0.97853)","(3093, 136.0, 0.79907)","(1225, 136.0, 0.56599)","(5493, 136.0, 0.42569)","(7276, 136.0, 1.0971)","(1351, 136.0, 0.23594)","(2930, 136.0, 1.16602)","(7197, 136.0, 0.45992)","(1690, 136.0, 0.6198)","(1690, 136.0, 0.61997)","(7279, 136.0, 0.90944)","(6391, 136.0, 0.30665)","(2330, 136.0, 0.21391)","(1690, 136.0, 0.61997)","(7176, 136.0, 0.6397)","(920, 136.0, 0.28184)","(2683, 136.0, 0.47363)","(7183, 136.0, 0.36439)","(1849, 136.0, 0.74955)"
"(6858, 135.0, 0.63747)","(6858, 135.0, 0.63715)","(7197, 135.0, 0.46114)","(6858, 135.0, 0.63693)","(6858, 135.0, 0.63715)","(1690, 135.0, 0.62027)","(1690, 135.0, 0.61997)","(6858, 135.0, 0.63693)","(7197, 135.0, 0.46451)","(6858, 135.0, 0.63715)","(6858, 135.0, 0.63632)","(517, 135.0, 0.86044)","(6858, 135.0, 0.63747)","(1351, 135.0, 0.23686)","(6858, 135.0, 0.63715)","(7106, 135.0, 0.25964)","(3093, 135.0, 0.79892)","(387, 135.0, 0.45803)","(7106, 135.0, 0.25949)","(7197, 135.0, 0.46114)","(7197, 135.0, 0.46451)","(7197, 135.0, 0.46081)","(517, 135.0, 0.85775)","(3093, 135.0, 0.79892)","(3093, 135.0, 0.79907)","(517, 135.0, 0.85775)","(3093, 135.0, 0.79891)","(3093, 135.0, 0.79891)","(6858, 135.0, 0.63632)","(517, 135.0, 0.86057)","(517, 135.0, 0.86057)","(6858, 135.0, 0.63715)","(6858, 135.0, 0.63715)","(5781, 135.0, 0.3293)","(3093, 135.0, 0.79891)","(3093, 135.0, 0.79892)","(1603, 135.0, 1.08186)","(6858, 135.0, 0.63632)","(6858, 135.0, 0.63715)","(6674, 135.0, 0.37459)","(6674, 135.0, 0.37431)","(517, 135.0, 0.85775)","(517, 135.0, 0.86044)","(6950, 135.0, 0.51322)","(6858, 135.0, 0.63715)","(6858, 135.0, 0.63693)","(6858, 135.0, 0.63747)","(387, 135.0, 0.45803)","(1690, 135.0, 0.62027)","(7197, 135.0, 0.45992)","(7197, 135.0, 0.46451)","(6858, 135.0, 0.63693)","(3093, 135.0, 0.79907)","(3882, 135.0, 0.25346)","(3538, 135.0, 0.24331)","(3538, 135.0, 0.24331)","(3538, 135.0, 0.24334)","(3093, 135.0, 0.79721)","(1272, 135.0, 0.91581)","(2012, 135.0, 0.34622)","(6858, 135.0, 0.63715)","(517, 135.0, 0.85775)","(1351, 135.0, 0.23773)","(6424, 135.0, 0.99528)","(5493, 135.0, 0.42993)","(517, 135.0, 0.86044)","(99, 135.0, 0.69024)","(6731, 135.0, 0.43476)","(7197, 135.0, 0.45992)","(3093, 135.0, 0.79891)","(7276, 135.0, 1.09345)","(517, 135.0, 0.86057)","(6661, 135.0, 0.42748)","(1689, 135.0, 1.219)","(3538, 135.0, 0.24284)","(3398, 135.0, 0.44495)","(3727, 135.0, 1.08152)","(3093, 135.0, 0.79892)","(1855, 135.0, 0.63286)","(1041, 135.0, 0.85991)","(6274, 135.0, 0.49347)","(4614, 135.0, 0.43515)","(5941, 135.0, 0.34939)"
"(517, 134.0, 0.85956)","(517, 134.0, 0.86044)","(3093, 134.0, 0.79892)","(1603, 134.0, 1.08701)","(1603, 134.0, 1.08663)","(1351, 134.0, 0.23594)","(1351, 134.0, 0.23773)","(3093, 134.0, 0.79891)","(6661, 134.0, 0.42292)","(3093, 134.0, 0.79907)","(3093, 134.0, 0.79721)","(3093, 134.0, 0.79907)","(3093, 134.0, 0.79892)","(7197, 134.0, 0.46081)","(3093, 134.0, 0.79907)","(6858, 134.0, 0.63693)","(387, 134.0, 0.45693)","(7106, 134.0, 0.26229)","(6858, 134.0, 0.63715)","(3882, 134.0, 0.2553)","(3882, 134.0, 0.25741)","(3882, 134.0, 0.25393)","(7289, 134.0, 0.40276)","(1351, 134.0, 0.23773)","(1351, 134.0, 0.23686)","(3093, 134.0, 0.79721)","(6858, 134.0, 0.63693)","(6858, 134.0, 0.63693)","(3093, 134.0, 0.79721)","(3093, 134.0, 0.79891)","(1603, 134.0, 1.08701)","(3093, 134.0, 0.79907)","(3093, 134.0, 0.79907)","(3093, 134.0, 0.79892)","(7197, 134.0, 0.45992)","(7197, 134.0, 0.46114)","(7279, 134.0, 0.90944)","(517, 134.0, 0.85775)","(3093, 134.0, 0.79907)","(1651, 134.0, 0.99837)","(1651, 134.0, 0.99459)","(6858, 134.0, 0.63632)","(6858, 134.0, 0.63715)","(1603, 134.0, 1.08663)","(7197, 134.0, 0.46081)","(517, 134.0, 0.86057)","(517, 134.0, 0.85956)","(6661, 134.0, 0.42292)","(7276, 134.0, 1.0971)","(6674, 134.0, 0.37497)","(6674, 134.0, 0.37431)","(7197, 134.0, 0.45992)","(5781, 134.0, 0.32824)","(517, 134.0, 0.86057)","(6674, 134.0, 0.37497)","(1351, 134.0, 0.23594)","(1351, 134.0, 0.23686)","(517, 134.0, 0.85775)","(6766, 134.0, 0.72388)","(6232, 134.0, 0.31748)","(7262, 134.0, 0.85063)","(3093, 134.0, 0.79721)","(517, 134.0, 0.85956)","(1291, 134.0, 1.4221)","(6731, 134.0, 0.44102)","(6858, 134.0, 0.63715)","(5005, 134.0, 0.7043)","(6858, 134.0, 0.63632)","(6674, 134.0, 0.37497)","(6858, 134.0, 0.63693)","(3207, 134.0, 0.26464)","(3093, 134.0, 0.79891)","(387, 134.0, 0.4564)","(6164, 134.0, 0.33962)","(1272, 134.0, 0.91408)","(6610, 134.0, 0.81733)","(4232, 134.0, 0.28991)","(6858, 134.0, 0.63747)","(157, 134.0, 0.31822)","(5876, 134.0, 0.32398)","(5140, 134.0, 0.40543)","(6986, 134.0, 0.3326)","(1167, 134.0, 0.24655)"
