0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
"(2226, 132.0, 0.9861)","(4351, 132.0, 0.82332)","(7124, 132.0, 0.32041)","(7239, 132.0, 0.3406)","(7239, 132.0, 0.34022)","(6979, 132.0, 0.53926)","(6820, 132.0, 0.25206)","(2226, 132.0, 0.9861)","(7303, 132.0, 0.87715)","(7303, 132.0, 0.87727)","(3712, 132.0, 1.35798)","(4803, 132.0, 0.38909)","(7015, 132.0, 0.91244)","(820, 132.0, 1.01968)","(4351, 132.0, 0.82595)","(820, 132.0, 1.01637)","(6725, 132.0, 0.65304)","(7239, 132.0, 0.3406)","(7239, 132.0, 0.3406)","(3712, 132.0, 1.35798)","(820, 132.0, 1.01816)","(7242, 132.0, 0.49036)","(2226, 132.0, 0.9846)","(7202, 132.0, 0.47882)","(2822, 132.0, 0.76123)","(6823, 132.0, 0.41147)","(7239, 132.0, 0.3406)","(7239, 132.0, 0.33959)","(7015, 132.0, 0.91244)","(2226, 132.0, 0.98294)","(7239, 132.0, 0.3406)","(4351, 132.0, 0.82595)","(6464, 132.0, 0.83884)","(7239, 132.0, 0.3406)","(6979, 132.0, 0.53918)","(820, 132.0, 1.01968)","(4351, 132.0, 0.82653)","(820, 132.0, 1.01951)","(820, 132.0, 1.01637)","(6979, 132.0, 0.53954)","(6979, 132.0, 0.53926)","(6979, 132.0, 0.53918)","(820, 132.0, 1.01968)","(4803, 132.0, 0.38487)","(4803, 132.0, 0.38863)","(7015, 132.0, 0.9124)","(7015, 132.0, 0.91051)","(820, 132.0, 1.01968)","(7124, 132.0, 0.32041)","(4351, 132.0, 0.82595)","(7015, 132.0, 0.91209)","(2226, 132.0, 0.9846)","(3319, 132.0, 0.8418)","(4351, 132.0, 0.82332)","(7303, 132.0, 0.87726)","(3116, 132.0, 1.36295)","(3116, 132.0, 1.36134)","(3116, 132.0, 1.35892)","(114, 132.0, 0.38019)","(2226, 132.0, 0.9861)","(3027, 132.0, 1.23481)","(3027, 132.0, 1.2333)","(3027, 132.0, 1.23064)","(4119, 132.0, 0.43681)","(7303, 132.0, 0.87715)","(7008, 132.0, 0.43072)","(7124, 132.0, 0.31749)","(1592, 132.0, 0.34067)","(6951, 132.0, 0.4438)","(2226, 132.0, 0.9861)","(3288, 132.0, 1.44437)","(7199, 132.0, 0.38787)"
"(7269, 131.0, 0.45591)","(7239, 131.0, 0.3406)","(7239, 131.0, 0.3406)","(820, 131.0, 1.01637)","(820, 131.0, 1.01951)","(3712, 131.0, 1.35735)","(4351, 131.0, 0.82595)","(6820, 131.0, 0.25324)","(3712, 131.0, 1.35735)","(3712, 131.0, 1.35798)","(2226, 131.0, 0.98548)","(7239, 131.0, 0.34022)","(4803, 131.0, 0.38979)","(6725, 131.0, 0.65357)","(820, 131.0, 1.01816)","(6725, 131.0, 0.6504)","(7239, 131.0, 0.34022)","(7202, 131.0, 0.48081)","(7202, 131.0, 0.47653)","(6979, 131.0, 0.53918)","(2226, 131.0, 0.9846)","(1359, 131.0, 0.34356)","(4351, 131.0, 0.82595)","(3712, 131.0, 1.35735)","(7084, 131.0, 0.55432)","(2822, 131.0, 0.7611)","(2226, 131.0, 0.98294)","(820, 131.0, 1.01816)","(4351, 131.0, 0.82653)","(820, 131.0, 1.01637)","(2226, 131.0, 0.9861)","(7239, 131.0, 0.33959)","(6820, 131.0, 0.25324)","(7303, 131.0, 0.87897)","(282, 131.0, 0.38332)","(6660, 131.0, 0.78396)","(2226, 131.0, 0.9861)","(7015, 131.0, 0.91209)","(4351, 131.0, 0.82332)","(820, 131.0, 1.01968)","(820, 131.0, 1.01816)","(820, 131.0, 1.01951)","(4351, 131.0, 0.82653)","(7239, 131.0, 0.3406)","(7015, 131.0, 0.9124)","(7269, 131.0, 0.45623)","(7269, 131.0, 0.45455)","(7015, 131.0, 0.91244)","(6979, 131.0, 0.53578)","(820, 131.0, 1.01816)","(7202, 131.0, 0.47994)","(7015, 131.0, 0.9124)","(273, 131.0, 0.4452)","(7303, 131.0, 0.87897)","(3712, 131.0, 1.35854)","(7239, 131.0, 0.3406)","(7239, 131.0, 0.33959)","(7239, 131.0, 0.3406)","(2167, 131.0, 0.17166)","(4351, 131.0, 0.82653)","(4119, 131.0, 0.43694)","(4119, 131.0, 0.43568)","(4119, 131.0, 0.43352)","(6715, 131.0, 1.37906)","(4351, 131.0, 0.82595)","(6956, 131.0, 0.29069)","(7008, 131.0, 0.43428)","(7016, 131.0, 0.92716)","(7039, 131.0, 0.50122)","(820, 131.0, 1.01968)","(4803, 131.0, 0.38909)","(2210, 131.0, 0.41123)"
"(282, 130.0, 0.38398)","(7303, 130.0, 0.87897)","(3213, 130.0, 1.46527)","(4351, 130.0, 0.82332)","(4351, 130.0, 0.82605)","(6725, 130.0, 0.65146)","(6979, 130.0, 0.53926)","(6725, 130.0, 0.65357)","(7015, 130.0, 0.9124)","(7015, 130.0, 0.91209)","(7015, 130.0, 0.91209)","(6820, 130.0, 0.25306)","(820, 130.0, 1.01968)","(7239, 130.0, 0.3406)","(6725, 130.0, 0.65146)","(7239, 130.0, 0.3406)","(1249, 130.0, 0.88121)","(7303, 130.0, 0.87726)","(7303, 130.0, 0.87897)","(820, 130.0, 1.01951)","(7202, 130.0, 0.47882)","(1294, 130.0, 0.63527)","(7303, 130.0, 0.87715)","(820, 130.0, 1.01816)","(3030, 130.0, 0.95951)","(7084, 130.0, 0.55264)","(7015, 130.0, 0.91051)","(7015, 130.0, 0.9124)","(820, 130.0, 1.01968)","(7015, 130.0, 0.91051)","(7015, 130.0, 0.91244)","(820, 130.0, 1.01816)","(3116, 130.0, 1.36295)","(3712, 130.0, 1.35522)","(7039, 130.0, 0.50208)","(7303, 130.0, 0.87726)","(7303, 130.0, 0.87726)","(7239, 130.0, 0.34022)","(6725, 130.0, 0.6504)","(7303, 130.0, 0.87726)","(7303, 130.0, 0.87715)","(7303, 130.0, 0.87727)","(7015, 130.0, 0.91244)","(6725, 130.0, 0.6504)","(820, 130.0, 1.01816)","(4803, 130.0, 0.38863)","(4803, 130.0, 0.38487)","(4351, 130.0, 0.82653)","(7268, 130.0, 0.33107)","(7015, 130.0, 0.9124)","(7239, 130.0, 0.34022)","(3712, 130.0, 1.35735)","(1957, 130.0, 1.23803)","(820, 130.0, 1.01637)","(2226, 130.0, 0.9861)","(1482, 130.0, 0.61919)","(1482, 130.0, 0.61891)","(1482, 130.0, 0.61695)","(6712, 130.0, 0.47945)","(7303, 130.0, 0.87726)","(6715, 130.0, 1.37988)","(6715, 130.0, 1.37816)","(6715, 130.0, 1.37654)","(2721, 130.0, 0.42768)","(2226, 130.0, 0.9846)","(6725, 130.0, 0.6504)","(6956, 130.0, 0.29045)","(4351, 130.0, 0.82595)","(9, 130.0, 0.41264)","(7015, 130.0, 0.91244)","(6820, 130.0, 0.25306)","(5836, 130.0, 0.18751)"
"(4803, 129.0, 0.38979)","(282, 129.0, 0.37948)","(7202, 129.0, 0.47653)","(7303, 129.0, 0.87897)","(7303, 129.0, 0.87727)","(820, 129.0, 1.01816)","(4119, 129.0, 0.43568)","(7202, 129.0, 0.48081)","(2226, 129.0, 0.9846)","(2226, 129.0, 0.98548)","(7303, 129.0, 0.87727)","(820, 129.0, 1.01951)","(7303, 129.0, 0.87726)","(1249, 129.0, 0.8811)","(7239, 129.0, 0.33959)","(1249, 129.0, 0.88115)","(1482, 129.0, 0.61876)","(6820, 129.0, 0.25324)","(6820, 129.0, 0.25272)","(282, 129.0, 0.38332)","(4119, 129.0, 0.43568)","(5983, 129.0, 0.39452)","(7015, 129.0, 0.9124)","(7269, 129.0, 0.45623)","(1482, 129.0, 0.61891)","(3030, 129.0, 0.9591)","(7303, 129.0, 0.87897)","(7303, 129.0, 0.87715)","(7303, 129.0, 0.87726)","(7303, 129.0, 0.87897)","(282, 129.0, 0.38398)","(282, 129.0, 0.38182)","(1767, 129.0, 0.88165)","(7015, 129.0, 0.91051)","(2941, 129.0, 1.09688)","(4119, 129.0, 0.43694)","(820, 129.0, 1.01968)","(7303, 129.0, 0.87727)","(7303, 129.0, 0.87897)","(7015, 129.0, 0.91244)","(7015, 129.0, 0.9124)","(7015, 129.0, 0.91209)","(7303, 129.0, 0.87726)","(820, 129.0, 1.01637)","(7303, 129.0, 0.87715)","(7239, 129.0, 0.33959)","(7239, 129.0, 0.3406)","(7303, 129.0, 0.87726)","(7239, 129.0, 0.3406)","(7303, 129.0, 0.87715)","(6820, 129.0, 0.25306)","(7303, 129.0, 0.87715)","(6246, 129.0, 0.40841)","(7015, 129.0, 0.91051)","(7015, 129.0, 0.91244)","(6876, 129.0, 0.48676)","(6876, 129.0, 0.48473)","(6876, 129.0, 0.48131)","(1351, 129.0, 0.23586)","(7015, 129.0, 0.91244)","(2721, 129.0, 0.42766)","(2721, 129.0, 0.42685)","(2721, 129.0, 0.42424)","(6883, 129.0, 0.65718)","(7015, 129.0, 0.9124)","(7239, 129.0, 0.3406)","(6725, 129.0, 0.65304)","(6956, 129.0, 0.29042)","(2499, 129.0, 0.34608)","(7303, 129.0, 0.87726)","(7124, 129.0, 0.31749)","(1510, 129.0, 0.54731)"
"(7015, 128.0, 0.91244)","(6820, 128.0, 0.25272)","(7269, 128.0, 0.45455)","(282, 128.0, 0.37948)","(282, 128.0, 0.38332)","(7124, 128.0, 0.31854)","(6876, 128.0, 0.48473)","(3027, 128.0, 1.23481)","(6820, 128.0, 0.25206)","(6820, 128.0, 0.25306)","(282, 128.0, 0.38332)","(6725, 128.0, 0.65304)","(282, 128.0, 0.38398)","(1482, 128.0, 0.61919)","(1249, 128.0, 0.882)","(1482, 128.0, 0.61695)","(6979, 128.0, 0.53918)","(6876, 128.0, 0.48676)","(6876, 128.0, 0.48131)","(7303, 128.0, 0.87727)","(6725, 128.0, 0.65146)","(7173, 128.0, 0.35535)","(282, 128.0, 0.38182)","(7239, 128.0, 0.33959)","(5840, 128.0, 0.31828)","(1482, 128.0, 0.61876)","(282, 128.0, 0.37948)","(282, 128.0, 0.38182)","(282, 128.0, 0.38398)","(282, 128.0, 0.37948)","(7303, 128.0, 0.87726)","(6820, 128.0, 0.25206)","(6883, 128.0, 0.65752)","(6725, 128.0, 0.6504)","(6464, 128.0, 0.83853)","(4351, 128.0, 0.82653)","(6820, 128.0, 0.25324)","(282, 128.0, 0.38332)","(2226, 128.0, 0.98294)","(6725, 128.0, 0.65357)","(6725, 128.0, 0.65146)","(6725, 128.0, 0.65304)","(282, 128.0, 0.38398)","(6820, 128.0, 0.25272)","(282, 128.0, 0.38182)","(6660, 128.0, 0.78238)","(6660, 128.0, 0.78204)","(282, 128.0, 0.38398)","(7015, 128.0, 0.91051)","(282, 128.0, 0.38182)","(2226, 128.0, 0.98548)","(282, 128.0, 0.38182)","(853, 128.0, 0.37565)","(1249, 128.0, 0.88115)","(282, 128.0, 0.38398)","(3027, 128.0, 1.23481)","(3027, 128.0, 1.2333)","(3027, 128.0, 1.23064)","(3712, 128.0, 1.35854)","(282, 128.0, 0.38398)","(6883, 128.0, 0.65752)","(6883, 128.0, 0.6577)","(6883, 128.0, 0.65602)","(7189, 128.0, 0.31225)","(820, 128.0, 1.01816)","(11, 128.0, 1.04627)","(7239, 128.0, 0.34022)","(6971, 128.0, 0.38323)","(7208, 128.0, 0.2458)","(282, 128.0, 0.38398)","(3027, 128.0, 1.23406)","(6796, 128.0, 0.33823)"
"(7202, 127.0, 0.48081)","(7202, 127.0, 0.47653)","(7065, 127.0, 0.53238)","(6820, 127.0, 0.25272)","(6820, 127.0, 0.25306)","(4803, 127.0, 0.38863)","(7303, 127.0, 0.87715)","(1249, 127.0, 0.8811)","(6725, 127.0, 0.65146)","(6725, 127.0, 0.65304)","(7202, 127.0, 0.47994)","(282, 127.0, 0.38332)","(1249, 127.0, 0.8811)","(6979, 127.0, 0.53954)","(1482, 127.0, 0.61891)","(6979, 127.0, 0.53578)","(3559, 127.0, 1.05219)","(7015, 127.0, 0.91244)","(7015, 127.0, 0.91051)","(6820, 127.0, 0.25306)","(6820, 127.0, 0.25206)","(6144, 127.0, 0.16341)","(6725, 127.0, 0.65146)","(7303, 127.0, 0.87715)","(5624, 127.0, 0.54251)","(5840, 127.0, 0.31737)","(6820, 127.0, 0.25272)","(1249, 127.0, 0.882)","(6820, 127.0, 0.25324)","(6725, 127.0, 0.6504)","(6820, 127.0, 0.25324)","(7202, 127.0, 0.47882)","(4803, 127.0, 0.38979)","(7202, 127.0, 0.47653)","(6660, 127.0, 0.7835)","(1249, 127.0, 0.8811)","(282, 127.0, 0.38398)","(7202, 127.0, 0.47994)","(6820, 127.0, 0.25272)","(282, 127.0, 0.38398)","(282, 127.0, 0.38182)","(282, 127.0, 0.38332)","(6725, 127.0, 0.65357)","(7303, 127.0, 0.87897)","(7202, 127.0, 0.47882)","(7303, 127.0, 0.87715)","(7303, 127.0, 0.87897)","(6820, 127.0, 0.25324)","(3559, 127.0, 1.04893)","(6820, 127.0, 0.25206)","(7303, 127.0, 0.87727)","(6820, 127.0, 0.25206)","(1482, 127.0, 0.61695)","(6725, 127.0, 0.6504)","(6725, 127.0, 0.65357)","(3288, 127.0, 1.44494)","(3288, 127.0, 1.44359)","(3288, 127.0, 1.44124)","(6800, 127.0, 0.37149)","(6725, 127.0, 0.65357)","(7189, 127.0, 0.31207)","(7189, 127.0, 0.31122)","(7189, 127.0, 0.30951)","(7301, 127.0, 0.31633)","(6820, 127.0, 0.25206)","(6820, 127.0, 0.25272)","(11, 127.0, 1.04881)","(936, 127.0, 0.42184)","(1217, 127.0, 0.44448)","(6820, 127.0, 0.25324)","(6883, 127.0, 0.65718)","(6006, 127.0, 0.37002)"
"(1249, 126.0, 0.8811)","(1249, 126.0, 0.88115)","(7015, 126.0, 0.91051)","(7202, 126.0, 0.47653)","(7202, 126.0, 0.47994)","(6820, 126.0, 0.25206)","(820, 126.0, 1.01816)","(282, 126.0, 0.38398)","(7202, 126.0, 0.47882)","(7202, 126.0, 0.47994)","(6725, 126.0, 0.65304)","(7303, 126.0, 0.87727)","(6820, 126.0, 0.25324)","(3559, 126.0, 1.05268)","(6979, 126.0, 0.53926)","(3559, 126.0, 1.04893)","(6820, 126.0, 0.25306)","(2226, 126.0, 0.9861)","(2226, 126.0, 0.98294)","(4119, 126.0, 0.43681)","(3027, 126.0, 1.2333)","(7182, 126.0, 0.18113)","(6820, 126.0, 0.25206)","(1767, 126.0, 0.88123)","(5546, 126.0, 0.26957)","(5624, 126.0, 0.54305)","(6725, 126.0, 0.6504)","(7202, 126.0, 0.47882)","(7202, 126.0, 0.48081)","(6820, 126.0, 0.25272)","(7202, 126.0, 0.48081)","(7303, 126.0, 0.87715)","(820, 126.0, 1.01968)","(282, 126.0, 0.37948)","(7124, 126.0, 0.31749)","(282, 126.0, 0.38398)","(6725, 126.0, 0.65357)","(6820, 126.0, 0.25306)","(282, 126.0, 0.37948)","(7124, 126.0, 0.31632)","(7124, 126.0, 0.31854)","(7124, 126.0, 0.31749)","(1249, 126.0, 0.8811)","(7202, 126.0, 0.47653)","(6725, 126.0, 0.65146)","(6725, 126.0, 0.65146)","(6725, 126.0, 0.6504)","(7202, 126.0, 0.48081)","(1482, 126.0, 0.61695)","(7202, 126.0, 0.47882)","(282, 126.0, 0.38332)","(6725, 126.0, 0.65146)","(2941, 126.0, 1.09713)","(282, 126.0, 0.37948)","(3027, 126.0, 1.23481)","(6907, 126.0, 0.50271)","(6907, 126.0, 0.5006)","(6907, 126.0, 0.49737)","(6823, 126.0, 0.41057)","(1249, 126.0, 0.8811)","(7301, 126.0, 0.31622)","(7301, 126.0, 0.31723)","(7301, 126.0, 0.31954)","(3116, 126.0, 1.36211)","(3027, 126.0, 1.2333)","(6875, 126.0, 0.98799)","(6820, 126.0, 0.25306)","(1482, 126.0, 0.61891)","(6210, 126.0, 0.59836)","(7202, 126.0, 0.48081)","(4119, 126.0, 0.43681)","(4707, 126.0, 0.31396)"
"(6883, 125.0, 0.65752)","(6725, 125.0, 0.6504)","(3184, 125.0, 1.16904)","(1249, 125.0, 0.88115)","(1249, 125.0, 0.88121)","(3027, 125.0, 1.2333)","(6883, 125.0, 0.6577)","(4119, 125.0, 0.43694)","(3027, 125.0, 1.2333)","(3027, 125.0, 1.23406)","(6820, 125.0, 0.25306)","(7202, 125.0, 0.47994)","(4119, 125.0, 0.43694)","(6820, 125.0, 0.25324)","(3559, 125.0, 1.05197)","(6820, 125.0, 0.25272)","(6883, 125.0, 0.65718)","(4119, 125.0, 0.43694)","(4119, 125.0, 0.43352)","(6725, 125.0, 0.65304)","(7303, 125.0, 0.87715)","(3117, 125.0, 0.52862)","(1249, 125.0, 0.882)","(3027, 125.0, 1.2333)","(820, 125.0, 1.01816)","(5546, 125.0, 0.26964)","(7202, 125.0, 0.47653)","(6725, 125.0, 0.65146)","(6725, 125.0, 0.65357)","(4119, 125.0, 0.43352)","(4119, 125.0, 0.43694)","(4119, 125.0, 0.43568)","(7202, 125.0, 0.48081)","(1249, 125.0, 0.88115)","(7239, 125.0, 0.34022)","(6820, 125.0, 0.25324)","(4119, 125.0, 0.43694)","(1249, 125.0, 0.88121)","(7124, 125.0, 0.32041)","(6820, 125.0, 0.25324)","(6820, 125.0, 0.25206)","(6820, 125.0, 0.25306)","(6820, 125.0, 0.25324)","(282, 125.0, 0.37948)","(6820, 125.0, 0.25206)","(1767, 125.0, 0.88123)","(1767, 125.0, 0.87864)","(6725, 125.0, 0.65357)","(1249, 125.0, 0.88115)","(6725, 125.0, 0.65146)","(6725, 125.0, 0.65304)","(7202, 125.0, 0.47882)","(589, 125.0, 0.62874)","(7202, 125.0, 0.47653)","(6820, 125.0, 0.25324)","(6657, 125.0, 0.32768)","(6657, 125.0, 0.32624)","(6657, 125.0, 0.32492)","(7285, 125.0, 0.57114)","(4119, 125.0, 0.43694)","(3116, 125.0, 1.36295)","(3116, 125.0, 1.36134)","(3116, 125.0, 1.35892)","(4803, 125.0, 0.38909)","(4119, 125.0, 0.43568)","(6715, 125.0, 1.37654)","(6875, 125.0, 0.99072)","(6725, 125.0, 0.65146)","(896, 125.0, 0.83729)","(6725, 125.0, 0.65357)","(6876, 125.0, 0.48615)","(1449, 125.0, 0.34307)"
"(1767, 124.0, 0.88165)","(4119, 124.0, 0.43352)","(7303, 124.0, 0.87897)","(4119, 124.0, 0.43352)","(4119, 124.0, 0.43681)","(1249, 124.0, 0.882)","(3027, 124.0, 1.2333)","(7124, 124.0, 0.31632)","(1249, 124.0, 0.882)","(1249, 124.0, 0.88121)","(1249, 124.0, 0.88121)","(1767, 124.0, 0.88117)","(7202, 124.0, 0.48081)","(6883, 124.0, 0.65752)","(6820, 124.0, 0.25206)","(6883, 124.0, 0.65602)","(6875, 124.0, 0.99072)","(3027, 124.0, 1.23481)","(3027, 124.0, 1.23064)","(6883, 124.0, 0.65718)","(1249, 124.0, 0.882)","(5064, 124.0, 0.24599)","(7202, 124.0, 0.47882)","(6820, 124.0, 0.25206)","(1369, 124.0, 0.60648)","(820, 124.0, 1.01951)","(4119, 124.0, 0.43352)","(6820, 124.0, 0.25206)","(1249, 124.0, 0.8811)","(7202, 124.0, 0.47653)","(6883, 124.0, 0.65752)","(6725, 124.0, 0.65146)","(6876, 124.0, 0.48676)","(6820, 124.0, 0.25272)","(3184, 124.0, 1.17223)","(6883, 124.0, 0.65752)","(1249, 124.0, 0.8811)","(4119, 124.0, 0.43681)","(3027, 124.0, 1.23064)","(6883, 124.0, 0.65752)","(6883, 124.0, 0.6577)","(6883, 124.0, 0.65718)","(7202, 124.0, 0.48081)","(1767, 124.0, 0.87864)","(3027, 124.0, 1.2333)","(4119, 124.0, 0.43568)","(4119, 124.0, 0.43352)","(1249, 124.0, 0.8811)","(3712, 124.0, 1.35522)","(4119, 124.0, 0.43568)","(1249, 124.0, 0.88121)","(1249, 124.0, 0.882)","(6598, 124.0, 0.35484)","(6820, 124.0, 0.25272)","(4119, 124.0, 0.43694)","(6883, 124.0, 0.65752)","(6883, 124.0, 0.6577)","(6883, 124.0, 0.65602)","(2846, 124.0, 0.43237)","(6820, 124.0, 0.25324)","(4803, 124.0, 0.38979)","(4803, 124.0, 0.38863)","(4803, 124.0, 0.38487)","(7065, 124.0, 0.53129)","(6876, 124.0, 0.48473)","(6721, 124.0, 1.3051)","(6715, 124.0, 1.37906)","(5674, 124.0, 0.15789)","(6820, 124.0, 0.25324)","(1249, 124.0, 0.8811)","(6979, 124.0, 0.53918)","(4009, 124.0, 0.52099)"
"(752, 123.0, 1.33658)","(6883, 123.0, 0.65602)","(3712, 123.0, 1.35522)","(6725, 123.0, 0.6504)","(6725, 123.0, 0.65304)","(282, 123.0, 0.38182)","(7202, 123.0, 0.47882)","(3213, 123.0, 1.46814)","(282, 123.0, 0.38182)","(282, 123.0, 0.38332)","(3027, 123.0, 1.23406)","(4119, 123.0, 0.43681)","(6883, 123.0, 0.65752)","(6875, 123.0, 0.99103)","(6883, 123.0, 0.6577)","(6875, 123.0, 0.98799)","(3712, 123.0, 1.35798)","(5326, 123.0, 0.57979)","(5326, 123.0, 0.5753)","(3027, 123.0, 1.23406)","(282, 123.0, 0.38182)","(2586, 123.0, 0.25023)","(4119, 123.0, 0.43568)","(1249, 123.0, 0.882)","(5376, 123.0, 0.47756)","(1369, 123.0, 0.60573)","(1249, 123.0, 0.88115)","(4119, 123.0, 0.43568)","(4119, 123.0, 0.43694)","(3027, 123.0, 1.23064)","(6725, 123.0, 0.65357)","(1249, 123.0, 0.882)","(752, 123.0, 1.33658)","(3027, 123.0, 1.23064)","(7015, 123.0, 0.91209)","(6725, 123.0, 0.65357)","(3027, 123.0, 1.23481)","(6725, 123.0, 0.65304)","(4119, 123.0, 0.43352)","(1249, 123.0, 0.8811)","(1249, 123.0, 0.882)","(1249, 123.0, 0.88121)","(4119, 123.0, 0.43694)","(1249, 123.0, 0.88115)","(1249, 123.0, 0.882)","(6820, 123.0, 0.25206)","(6820, 123.0, 0.25272)","(4119, 123.0, 0.43694)","(7008, 123.0, 0.43072)","(1249, 123.0, 0.882)","(4119, 123.0, 0.43681)","(4119, 123.0, 0.43568)","(6883, 123.0, 0.65602)","(4119, 123.0, 0.43352)","(1249, 123.0, 0.8811)","(2226, 123.0, 0.9861)","(2226, 123.0, 0.9846)","(2226, 123.0, 0.98294)","(6244, 123.0, 1.18204)","(7202, 123.0, 0.48081)","(6464, 123.0, 0.83884)","(6464, 123.0, 0.83894)","(6464, 123.0, 0.83672)","(3288, 123.0, 1.44437)","(6883, 123.0, 0.6577)","(1372, 123.0, 0.44957)","(6721, 123.0, 1.30839)","(6749, 123.0, 0.33083)","(4283, 123.0, 0.44301)","(4119, 123.0, 0.43694)","(1372, 123.0, 0.45128)","(6971, 123.0, 0.3862)"
"(3027, 122.0, 1.23481)","(3027, 122.0, 1.23064)","(3559, 122.0, 1.04893)","(6883, 122.0, 0.65602)","(6883, 122.0, 0.65718)","(1767, 122.0, 0.88123)","(6725, 122.0, 0.65146)","(6876, 122.0, 0.48676)","(4119, 122.0, 0.43568)","(4119, 122.0, 0.43681)","(4119, 122.0, 0.43681)","(3027, 122.0, 1.23406)","(6725, 122.0, 0.65357)","(3712, 122.0, 1.35854)","(6875, 122.0, 0.99064)","(3712, 122.0, 1.35522)","(282, 122.0, 0.38332)","(752, 122.0, 1.33658)","(752, 122.0, 1.33338)","(1249, 122.0, 0.88121)","(6876, 122.0, 0.48473)","(7040, 122.0, 0.45618)","(3027, 122.0, 1.2333)","(3559, 122.0, 1.05197)","(822, 122.0, 1.07728)","(5376, 122.0, 0.47677)","(3027, 122.0, 1.23064)","(6883, 122.0, 0.6577)","(3027, 122.0, 1.23481)","(1249, 122.0, 0.88115)","(3027, 122.0, 1.23481)","(6883, 122.0, 0.6577)","(3027, 122.0, 1.23481)","(7124, 122.0, 0.32041)","(7202, 122.0, 0.47994)","(7202, 122.0, 0.48081)","(7202, 122.0, 0.48081)","(6883, 122.0, 0.65718)","(6876, 122.0, 0.48131)","(3027, 122.0, 1.23481)","(3027, 122.0, 1.2333)","(3027, 122.0, 1.23406)","(6883, 122.0, 0.65752)","(4119, 122.0, 0.43352)","(4119, 122.0, 0.43568)","(3213, 122.0, 1.46693)","(3213, 122.0, 1.46527)","(3027, 122.0, 1.23481)","(7277, 122.0, 0.30117)","(3027, 122.0, 1.2333)","(5326, 122.0, 0.57926)","(3027, 122.0, 1.2333)","(5772, 122.0, 0.81295)","(3027, 122.0, 1.23064)","(7124, 122.0, 0.31632)","(3712, 122.0, 1.35854)","(3712, 122.0, 1.35735)","(3712, 122.0, 1.35522)","(5510, 122.0, 0.6063)","(3027, 122.0, 1.23481)","(7065, 122.0, 0.53147)","(7065, 122.0, 0.53149)","(7065, 122.0, 0.53238)","(7303, 122.0, 0.87727)","(7202, 122.0, 0.47882)","(5865, 122.0, 0.58299)","(1372, 122.0, 0.45128)","(4269, 122.0, 0.34371)","(6583, 122.0, 0.46733)","(3027, 122.0, 1.23481)","(4351, 122.0, 0.82605)","(1565, 122.0, 0.41876)"
"(6820, 121.0, 0.25324)","(7124, 121.0, 0.32041)","(1767, 121.0, 0.87864)","(3027, 121.0, 1.23064)","(3027, 121.0, 1.23406)","(6883, 121.0, 0.6577)","(7065, 121.0, 0.53149)","(6883, 121.0, 0.65752)","(7124, 121.0, 0.31854)","(7124, 121.0, 0.31749)","(6883, 121.0, 0.65718)","(6876, 121.0, 0.48615)","(3027, 121.0, 1.23481)","(282, 121.0, 0.38398)","(3712, 121.0, 1.35735)","(282, 121.0, 0.37948)","(3184, 121.0, 1.17223)","(1767, 121.0, 0.88165)","(1767, 121.0, 0.87864)","(6876, 121.0, 0.48615)","(6883, 121.0, 0.6577)","(4867, 121.0, 0.65025)","(7124, 121.0, 0.31854)","(7065, 121.0, 0.53149)","(6474, 121.0, 0.84714)","(6474, 121.0, 0.84843)","(6883, 121.0, 0.65602)","(3027, 121.0, 1.2333)","(6883, 121.0, 0.65752)","(6883, 121.0, 0.65602)","(1249, 121.0, 0.8811)","(6876, 121.0, 0.48473)","(1249, 121.0, 0.8811)","(4119, 121.0, 0.43352)","(7268, 121.0, 0.33189)","(7124, 121.0, 0.31632)","(6883, 121.0, 0.65752)","(3027, 121.0, 1.23406)","(752, 121.0, 1.33338)","(4119, 121.0, 0.43694)","(4119, 121.0, 0.43568)","(4119, 121.0, 0.43681)","(3027, 121.0, 1.23481)","(7124, 121.0, 0.32041)","(6883, 121.0, 0.6577)","(6883, 121.0, 0.6577)","(6883, 121.0, 0.65602)","(6883, 121.0, 0.65752)","(6657, 121.0, 0.32492)","(6883, 121.0, 0.6577)","(3027, 121.0, 1.23406)","(7124, 121.0, 0.31854)","(1139, 121.0, 0.54518)","(6883, 121.0, 0.65602)","(6883, 121.0, 0.65752)","(2981, 121.0, 0.726)","(2981, 121.0, 0.72649)","(2981, 121.0, 0.72598)","(6871, 121.0, 0.57242)","(6883, 121.0, 0.65752)","(3288, 121.0, 1.44494)","(3288, 121.0, 1.44359)","(3288, 121.0, 1.44124)","(6227, 121.0, 0.2993)","(6725, 121.0, 0.65146)","(6464, 121.0, 0.83672)","(5865, 121.0, 0.57953)","(820, 121.0, 1.01816)","(6824, 121.0, 1.36219)","(6883, 121.0, 0.65752)","(7212, 121.0, 0.40348)","(6898, 121.0, 0.51698)"
