0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
"(6871, 131.0, 0.57224)","(6823, 131.0, 0.41073)","(1541, 131.0, 0.87201)","(1541, 131.0, 0.87139)","(1541, 131.0, 0.87029)","(2294, 131.0, 1.4792)","(2294, 131.0, 1.47737)","(2294, 131.0, 1.47529)","(831, 131.0, 0.34724)","(6823, 131.0, 0.41239)","(6823, 131.0, 0.41376)","(6823, 131.0, 0.4115)","(6823, 131.0, 0.41376)","(1907, 131.0, 1.26581)","(6871, 131.0, 0.57224)","(7200, 131.0, 0.47575)","(831, 131.0, 0.34501)","(3559, 131.0, 1.05241)","(1252, 131.0, 0.97081)","(6871, 131.0, 0.5713)","(6871, 131.0, 0.57207)","(2294, 131.0, 1.47529)","(5968, 131.0, 0.39952)","(3875, 131.0, 0.48531)","(1176, 131.0, 0.97788)","(6953, 131.0, 0.38323)","(1907, 131.0, 1.26581)","(1907, 131.0, 1.26581)","(6858, 131.0, 0.63722)","(831, 131.0, 0.34749)","(1581, 131.0, 0.64178)","(6823, 131.0, 0.41073)","(7300, 131.0, 0.34486)","(6294, 131.0, 1.1255)","(1581, 131.0, 0.64574)","(831, 131.0, 0.34501)","(1907, 131.0, 1.26581)","(1907, 131.0, 1.26521)","(1581, 131.0, 0.64178)","(1581, 131.0, 0.64446)","(1907, 131.0, 1.2643)","(1907, 131.0, 1.2643)","(831, 131.0, 0.34501)","(1907, 131.0, 1.2643)","(1907, 131.0, 1.26423)","(1907, 131.0, 1.26581)","(6823, 131.0, 0.4115)","(4573, 131.0, 0.28179)","(1907, 131.0, 1.2643)","(4130, 131.0, 0.70593)","(3559, 131.0, 1.05251)","(5471, 131.0, 0.35524)","(831, 131.0, 0.34749)","(6204, 131.0, 0.32135)","(6204, 131.0, 0.31931)","(6823, 131.0, 0.4115)","(3559, 131.0, 1.05251)","(7259, 131.0, 0.43081)","(7259, 131.0, 0.42694)","(2294, 131.0, 1.47529)","(1981, 131.0, 1.01054)","(2294, 131.0, 1.47866)","(6529, 131.0, 0.58363)","(1907, 131.0, 1.26581)","(6871, 131.0, 0.57207)","(2668, 131.0, 0.99199)","(7259, 131.0, 0.43128)","(6832, 131.0, 0.97317)","(3559, 131.0, 1.04819)","(1126, 131.0, 0.2055)"
"(2294, 130.0, 1.4792)","(831, 130.0, 0.34724)","(831, 130.0, 0.34724)","(831, 130.0, 0.34749)","(831, 130.0, 0.34688)","(1541, 130.0, 0.87201)","(1541, 130.0, 0.87029)","(1541, 130.0, 0.86967)","(3559, 130.0, 1.05251)","(2294, 130.0, 1.47737)","(2294, 130.0, 1.47529)","(2294, 130.0, 1.47866)","(831, 130.0, 0.34501)","(831, 130.0, 0.34724)","(3559, 130.0, 1.05251)","(11, 130.0, 1.04833)","(7200, 130.0, 0.47974)","(3873, 130.0, 0.75755)","(6953, 130.0, 0.38344)","(6823, 130.0, 0.41239)","(6823, 130.0, 0.4115)","(1907, 130.0, 1.26423)","(1431, 130.0, 0.31709)","(1176, 130.0, 0.97338)","(5710, 130.0, 0.42374)","(3027, 130.0, 1.23291)","(831, 130.0, 0.34724)","(831, 130.0, 0.34724)","(1624, 130.0, 0.27263)","(1541, 130.0, 0.87139)","(2294, 130.0, 1.47529)","(6294, 130.0, 1.12583)","(7259, 130.0, 0.42694)","(7300, 130.0, 0.33995)","(831, 130.0, 0.34724)","(6871, 130.0, 0.56814)","(831, 130.0, 0.34724)","(831, 130.0, 0.34749)","(6871, 130.0, 0.56814)","(831, 130.0, 0.34688)","(6871, 130.0, 0.5713)","(6871, 130.0, 0.5713)","(1541, 130.0, 0.86967)","(2294, 130.0, 1.47737)","(2294, 130.0, 1.47529)","(3559, 130.0, 1.05251)","(831, 130.0, 0.34749)","(4498, 130.0, 0.40412)","(831, 130.0, 0.34688)","(6871, 130.0, 0.57224)","(2294, 130.0, 1.4792)","(4428, 130.0, 1.12632)","(6823, 130.0, 0.4115)","(6642, 130.0, 0.38577)","(6642, 130.0, 0.38864)","(6204, 130.0, 0.32094)","(4130, 130.0, 0.70593)","(3559, 130.0, 1.0516)","(3559, 130.0, 1.04819)","(6823, 130.0, 0.41376)","(3873, 130.0, 0.75755)","(1581, 130.0, 0.64525)","(5244, 130.0, 0.2373)","(831, 130.0, 0.34724)","(7042, 130.0, 0.55348)","(2798, 130.0, 1.01979)","(7250, 130.0, 0.35817)","(1795, 130.0, 0.21975)","(1081, 130.0, 0.22757)","(1805, 130.0, 0.41742)"
"(1907, 129.0, 1.26581)","(2294, 129.0, 1.4792)","(2294, 129.0, 1.4792)","(2294, 129.0, 1.47866)","(3559, 129.0, 1.0516)","(831, 129.0, 0.34724)","(831, 129.0, 0.34688)","(831, 129.0, 0.34501)","(6871, 129.0, 0.57224)","(1252, 129.0, 0.96995)","(1252, 129.0, 0.96754)","(1252, 129.0, 0.97081)","(6871, 129.0, 0.56814)","(2294, 129.0, 1.4792)","(3873, 129.0, 0.75757)","(6871, 129.0, 0.5713)","(6871, 129.0, 0.56814)","(7149, 129.0, 0.38595)","(3559, 129.0, 1.05241)","(831, 129.0, 0.34688)","(831, 129.0, 0.34749)","(3559, 129.0, 1.04819)","(5651, 129.0, 0.29097)","(5710, 129.0, 0.42105)","(4717, 129.0, 0.56531)","(6823, 129.0, 0.41239)","(2294, 129.0, 1.4792)","(3559, 129.0, 1.05251)","(6737, 129.0, 0.33755)","(6871, 129.0, 0.57207)","(831, 129.0, 0.34501)","(7300, 129.0, 0.33998)","(5833, 129.0, 0.62788)","(7259, 129.0, 0.43128)","(6871, 129.0, 0.57224)","(1907, 129.0, 1.26423)","(2294, 129.0, 1.4792)","(2294, 129.0, 1.47866)","(6823, 129.0, 0.41376)","(2294, 129.0, 1.47737)","(831, 129.0, 0.34688)","(831, 129.0, 0.34688)","(3559, 129.0, 1.04819)","(3559, 129.0, 1.0516)","(3559, 129.0, 1.04819)","(1779, 129.0, 0.95075)","(2294, 129.0, 1.47866)","(7206, 129.0, 0.91154)","(2294, 129.0, 1.47737)","(572, 129.0, 0.73383)","(11, 129.0, 1.04908)","(4653, 129.0, 0.40771)","(6871, 129.0, 0.57207)","(11, 129.0, 1.04833)","(11, 129.0, 1.04556)","(6642, 129.0, 0.38428)","(1907, 129.0, 1.26581)","(4130, 129.0, 0.70566)","(4130, 129.0, 0.70372)","(6871, 129.0, 0.56814)","(6529, 129.0, 0.58019)","(6871, 129.0, 0.57207)","(1379, 129.0, 1.03821)","(6871, 129.0, 0.57224)","(6631, 129.0, 0.26611)","(5532, 129.0, 0.31654)","(3873, 129.0, 0.75755)","(7280, 129.0, 0.51118)","(2294, 129.0, 1.47529)","(2798, 129.0, 1.02017)"
"(831, 128.0, 0.34724)","(6871, 128.0, 0.57224)","(3559, 128.0, 1.05251)","(3559, 128.0, 1.05241)","(2294, 128.0, 1.47737)","(3559, 128.0, 1.05251)","(3559, 128.0, 1.0516)","(3559, 128.0, 1.04819)","(11, 128.0, 1.04908)","(831, 128.0, 0.34688)","(831, 128.0, 0.34501)","(831, 128.0, 0.34749)","(2294, 128.0, 1.47529)","(6871, 128.0, 0.57224)","(7149, 128.0, 0.38634)","(3559, 128.0, 1.0516)","(3559, 128.0, 1.04819)","(7289, 128.0, 0.40419)","(831, 128.0, 0.34749)","(3559, 128.0, 1.0516)","(3559, 128.0, 1.05241)","(831, 128.0, 0.34501)","(6150, 128.0, 0.58424)","(4717, 128.0, 0.55996)","(5664, 128.0, 0.36673)","(6871, 128.0, 0.5713)","(6871, 128.0, 0.57224)","(2294, 128.0, 1.4792)","(517, 128.0, 0.8595)","(2294, 128.0, 1.47866)","(1252, 128.0, 0.96754)","(7259, 128.0, 0.43142)","(3938, 128.0, 0.38641)","(5833, 128.0, 0.62864)","(2294, 128.0, 1.4792)","(2294, 128.0, 1.47529)","(3559, 128.0, 1.05251)","(3559, 128.0, 1.05241)","(831, 128.0, 0.34501)","(6871, 128.0, 0.5713)","(2294, 128.0, 1.47737)","(2294, 128.0, 1.47737)","(7259, 128.0, 0.42694)","(6871, 128.0, 0.5713)","(6871, 128.0, 0.56814)","(7236, 128.0, 0.55119)","(6871, 128.0, 0.57207)","(513, 128.0, 0.24724)","(3559, 128.0, 1.0516)","(6529, 128.0, 0.58018)","(831, 128.0, 0.34724)","(3910, 128.0, 0.37939)","(1252, 128.0, 0.97081)","(1624, 128.0, 0.27263)","(1624, 128.0, 0.27596)","(11, 128.0, 1.04905)","(7236, 128.0, 0.55119)","(1907, 128.0, 1.2643)","(1907, 128.0, 1.26423)","(831, 128.0, 0.34501)","(831, 128.0, 0.34749)","(3559, 128.0, 1.05241)","(4130, 128.0, 0.70372)","(2294, 128.0, 1.4792)","(3821, 128.0, 0.38733)","(1120, 128.0, 0.86096)","(3456, 128.0, 1.17502)","(6823, 128.0, 0.41239)","(1907, 128.0, 1.26423)","(3438, 128.0, 0.22218)"
"(3559, 127.0, 1.05251)","(3559, 127.0, 1.05251)","(6871, 127.0, 0.57224)","(6871, 127.0, 0.57207)","(6871, 127.0, 0.5713)","(6871, 127.0, 0.57224)","(6871, 127.0, 0.5713)","(6871, 127.0, 0.56814)","(7259, 127.0, 0.43142)","(3559, 127.0, 1.0516)","(3559, 127.0, 1.04819)","(3559, 127.0, 1.05241)","(3559, 127.0, 1.04819)","(3559, 127.0, 1.05251)","(7289, 127.0, 0.40472)","(7149, 127.0, 0.38506)","(3873, 127.0, 0.75812)","(7236, 127.0, 0.55012)","(6871, 127.0, 0.57207)","(1252, 127.0, 0.96995)","(1252, 127.0, 0.97081)","(6871, 127.0, 0.56814)","(6362, 127.0, 0.33715)","(5664, 127.0, 0.37102)","(4201, 127.0, 0.23017)","(7234, 127.0, 0.53803)","(3559, 127.0, 1.05251)","(6871, 127.0, 0.57224)","(7149, 127.0, 0.38506)","(3559, 127.0, 1.05241)","(6529, 127.0, 0.58363)","(5833, 127.0, 0.62968)","(1581, 127.0, 0.64178)","(3938, 127.0, 0.38385)","(11, 127.0, 1.04908)","(7259, 127.0, 0.42694)","(6871, 127.0, 0.57224)","(6871, 127.0, 0.57207)","(6529, 127.0, 0.58363)","(3559, 127.0, 1.0516)","(3559, 127.0, 1.0516)","(3559, 127.0, 1.0516)","(6871, 127.0, 0.56814)","(831, 127.0, 0.34688)","(11, 127.0, 1.04556)","(5244, 127.0, 0.2335)","(3559, 127.0, 1.05241)","(5605, 127.0, 0.43966)","(6871, 127.0, 0.5713)","(1681, 127.0, 0.78795)","(1779, 127.0, 0.95075)","(4693, 127.0, 0.43755)","(3559, 127.0, 1.05241)","(4977, 127.0, 1.32321)","(4977, 127.0, 1.32084)","(1624, 127.0, 0.27089)","(1644, 127.0, 0.54475)","(7236, 127.0, 0.54905)","(7236, 127.0, 0.54978)","(6529, 127.0, 0.58363)","(6871, 127.0, 0.57207)","(1541, 127.0, 0.87139)","(484, 127.0, 0.15501)","(3559, 127.0, 1.05251)","(4130, 127.0, 0.70579)","(6631, 127.0, 0.26611)","(3064, 127.0, 0.27533)","(6642, 127.0, 0.38577)","(6858, 127.0, 0.63665)","(1541, 127.0, 0.87201)"
"(1252, 126.0, 0.97108)","(11, 126.0, 1.04908)","(7259, 126.0, 0.43142)","(7259, 126.0, 0.43128)","(5244, 126.0, 0.23523)","(1779, 126.0, 0.95075)","(1779, 126.0, 0.94977)","(1779, 126.0, 0.94662)","(1779, 126.0, 0.95075)","(6871, 126.0, 0.5713)","(6871, 126.0, 0.56814)","(6871, 126.0, 0.57207)","(11, 126.0, 1.04556)","(7259, 126.0, 0.43142)","(7236, 126.0, 0.55119)","(7289, 126.0, 0.40372)","(7149, 126.0, 0.38195)","(1779, 126.0, 0.95064)","(1541, 126.0, 0.87139)","(7236, 126.0, 0.54905)","(7236, 126.0, 0.55012)","(1252, 126.0, 0.96754)","(3500, 126.0, 0.35469)","(4201, 126.0, 0.23436)","(4209, 126.0, 0.27947)","(7236, 126.0, 0.54905)","(7259, 126.0, 0.43142)","(7259, 126.0, 0.43142)","(6529, 126.0, 0.58094)","(11, 126.0, 1.04905)","(7259, 126.0, 0.42694)","(3938, 126.0, 0.38339)","(517, 126.0, 0.85797)","(1581, 126.0, 0.64525)","(1779, 126.0, 0.95075)","(1252, 126.0, 0.96754)","(1252, 126.0, 0.97108)","(1252, 126.0, 0.97081)","(11, 126.0, 1.04556)","(11, 126.0, 1.04833)","(7259, 126.0, 0.43081)","(1252, 126.0, 0.96995)","(5244, 126.0, 0.2373)","(11, 126.0, 1.04833)","(7236, 126.0, 0.54978)","(7259, 126.0, 0.43142)","(7259, 126.0, 0.43128)","(192, 126.0, 0.53288)","(7259, 126.0, 0.43081)","(1907, 126.0, 1.26581)","(484, 126.0, 0.15891)","(1533, 126.0, 0.72825)","(5244, 126.0, 0.23384)","(3108, 126.0, 0.99018)","(3108, 126.0, 0.98785)","(4977, 126.0, 1.32485)","(5244, 126.0, 0.2335)","(1644, 126.0, 0.54407)","(1644, 126.0, 0.54296)","(1252, 126.0, 0.96754)","(3974, 126.0, 0.7358)","(11, 126.0, 1.04905)","(1644, 126.0, 0.54296)","(11, 126.0, 1.04908)","(2668, 126.0, 0.99199)","(3108, 126.0, 0.99082)","(5833, 126.0, 0.62864)","(2294, 126.0, 1.47737)","(1644, 126.0, 0.54296)","(6293, 126.0, 0.39823)"
"(3027, 125.0, 1.23467)","(7259, 125.0, 0.43142)","(5244, 125.0, 0.2335)","(5244, 125.0, 0.23384)","(7259, 125.0, 0.43081)","(11, 125.0, 1.04908)","(11, 125.0, 1.04833)","(11, 125.0, 1.04556)","(5244, 125.0, 0.2335)","(11, 125.0, 1.04833)","(11, 125.0, 1.04556)","(11, 125.0, 1.04905)","(7259, 125.0, 0.42694)","(7236, 125.0, 0.55119)","(1779, 125.0, 0.95075)","(1779, 125.0, 0.94977)","(7289, 125.0, 0.40295)","(7259, 125.0, 0.43128)","(5244, 125.0, 0.23384)","(2294, 125.0, 1.47737)","(2294, 125.0, 1.47866)","(7236, 125.0, 0.54978)","(4448, 125.0, 0.27174)","(4209, 125.0, 0.2824)","(2962, 125.0, 0.26022)","(6529, 125.0, 0.58094)","(11, 125.0, 1.04908)","(5244, 125.0, 0.2335)","(7169, 125.0, 0.31499)","(5244, 125.0, 0.23384)","(6823, 125.0, 0.41376)","(1581, 125.0, 0.64574)","(7229, 125.0, 0.3224)","(3968, 125.0, 0.29098)","(3559, 125.0, 1.05251)","(5244, 125.0, 0.2373)","(7259, 125.0, 0.43142)","(7259, 125.0, 0.43128)","(1252, 125.0, 0.96754)","(7259, 125.0, 0.43081)","(5244, 125.0, 0.23523)","(7259, 125.0, 0.43081)","(2294, 125.0, 1.47529)","(7236, 125.0, 0.54905)","(1779, 125.0, 0.94662)","(2294, 125.0, 1.4792)","(11, 125.0, 1.04905)","(6932, 125.0, 0.66653)","(11, 125.0, 1.04833)","(7289, 125.0, 0.40472)","(6871, 125.0, 0.57224)","(3031, 125.0, 0.30804)","(1907, 125.0, 1.26521)","(6943, 125.0, 0.5296)","(6943, 125.0, 0.52969)","(3108, 125.0, 0.99082)","(831, 125.0, 0.34724)","(5244, 125.0, 0.23523)","(5244, 125.0, 0.2373)","(7259, 125.0, 0.42694)","(1624, 125.0, 0.27089)","(5244, 125.0, 0.23384)","(11, 125.0, 1.04556)","(7259, 125.0, 0.43142)","(3559, 125.0, 1.05241)","(11, 125.0, 1.04905)","(6823, 125.0, 0.4115)","(4977, 125.0, 1.32321)","(1581, 125.0, 0.64178)","(2180, 125.0, 0.28883)"
"(6529, 124.0, 0.58018)","(1779, 124.0, 0.95075)","(1779, 124.0, 0.95075)","(1779, 124.0, 0.95064)","(11, 124.0, 1.04833)","(1252, 124.0, 0.97108)","(1252, 124.0, 0.96995)","(1252, 124.0, 0.96754)","(7236, 124.0, 0.55119)","(7259, 124.0, 0.43081)","(7259, 124.0, 0.42694)","(7259, 124.0, 0.43128)","(1779, 124.0, 0.94662)","(1252, 124.0, 0.97108)","(7259, 124.0, 0.43142)","(7259, 124.0, 0.43081)","(7236, 124.0, 0.54978)","(4130, 124.0, 0.70579)","(6529, 124.0, 0.58019)","(11, 124.0, 1.04833)","(11, 124.0, 1.04905)","(11, 124.0, 1.04556)","(2875, 124.0, 0.29574)","(2962, 124.0, 0.26392)","(5529, 124.0, 0.83611)","(831, 124.0, 0.34688)","(5244, 124.0, 0.2335)","(7236, 124.0, 0.55119)","(831, 124.0, 0.34688)","(484, 124.0, 0.15859)","(7236, 124.0, 0.54978)","(3968, 124.0, 0.29108)","(1779, 124.0, 0.94662)","(517, 124.0, 0.86019)","(6529, 124.0, 0.58018)","(3559, 124.0, 1.04819)","(7236, 124.0, 0.55119)","(7236, 124.0, 0.55012)","(7259, 124.0, 0.42694)","(1252, 124.0, 0.96995)","(11, 124.0, 1.04833)","(7236, 124.0, 0.54905)","(484, 124.0, 0.15501)","(1779, 124.0, 0.94977)","(7259, 124.0, 0.42694)","(1252, 124.0, 0.97108)","(1779, 124.0, 0.95064)","(1036, 124.0, 0.26655)","(484, 124.0, 0.15822)","(7236, 124.0, 0.55119)","(1541, 124.0, 0.87201)","(330, 124.0, 0.3088)","(3873, 124.0, 0.75755)","(6737, 124.0, 0.33755)","(6737, 124.0, 0.33851)","(6943, 124.0, 0.52963)","(2294, 124.0, 1.4792)","(831, 124.0, 0.34688)","(831, 124.0, 0.34501)","(1779, 124.0, 0.94662)","(7236, 124.0, 0.55012)","(484, 124.0, 0.15859)","(4489, 124.0, 0.40108)","(1252, 124.0, 0.97108)","(70, 124.0, 0.86009)","(1581, 124.0, 0.64525)","(1624, 124.0, 0.27089)","(7289, 124.0, 0.40372)","(6871, 124.0, 0.56814)","(4821, 124.0, 0.77053)"
"(7259, 123.0, 0.43142)","(5244, 123.0, 0.2335)","(11, 123.0, 1.04908)","(11, 123.0, 1.04905)","(1779, 123.0, 0.94977)","(5244, 123.0, 0.2335)","(5244, 123.0, 0.23523)","(5244, 123.0, 0.2373)","(6529, 123.0, 0.58018)","(1779, 123.0, 0.94977)","(1779, 123.0, 0.94662)","(1779, 123.0, 0.95064)","(5244, 123.0, 0.2373)","(5244, 123.0, 0.2335)","(1379, 123.0, 1.0388)","(4130, 123.0, 0.70566)","(7259, 123.0, 0.42694)","(1379, 123.0, 1.0391)","(1779, 123.0, 0.95064)","(5244, 123.0, 0.23523)","(5244, 123.0, 0.23384)","(7259, 123.0, 0.42694)","(1531, 123.0, 0.32162)","(5529, 123.0, 0.83544)","(1134, 123.0, 0.42977)","(1541, 123.0, 0.87029)","(1779, 123.0, 0.95075)","(11, 123.0, 1.04908)","(3035, 123.0, 0.39265)","(1779, 123.0, 0.95064)","(11, 123.0, 1.04556)","(517, 123.0, 0.86052)","(1541, 123.0, 0.86967)","(7229, 123.0, 0.32033)","(484, 123.0, 0.15891)","(3873, 123.0, 0.75812)","(11, 123.0, 1.04908)","(11, 123.0, 1.04905)","(1779, 123.0, 0.94662)","(1779, 123.0, 0.94977)","(1779, 123.0, 0.94977)","(11, 123.0, 1.04833)","(11, 123.0, 1.04556)","(7259, 123.0, 0.43081)","(5244, 123.0, 0.2373)","(11, 123.0, 1.04908)","(5244, 123.0, 0.23384)","(3768, 123.0, 0.52891)","(1779, 123.0, 0.94977)","(1541, 123.0, 0.87201)","(5244, 123.0, 0.2335)","(5684, 123.0, 0.29028)","(2294, 123.0, 1.47866)","(5833, 123.0, 0.62739)","(5833, 123.0, 0.62788)","(6737, 123.0, 0.33752)","(7244, 123.0, 0.95987)","(2294, 123.0, 1.47737)","(2294, 123.0, 1.47529)","(3559, 123.0, 1.04819)","(6823, 123.0, 0.4115)","(1779, 123.0, 0.95064)","(1081, 123.0, 0.22757)","(1779, 123.0, 0.95075)","(6737, 123.0, 0.33752)","(654, 123.0, 0.73924)","(6324, 123.0, 0.34095)","(391, 123.0, 0.46548)","(3064, 123.0, 0.27239)","(6691, 123.0, 0.35931)"
"(5244, 122.0, 0.2335)","(1252, 122.0, 0.97108)","(484, 122.0, 0.15891)","(484, 122.0, 0.15859)","(1252, 122.0, 0.96995)","(6529, 122.0, 0.58018)","(6529, 122.0, 0.58094)","(6529, 122.0, 0.58363)","(4130, 122.0, 0.70593)","(5244, 122.0, 0.23523)","(5244, 122.0, 0.2373)","(5244, 122.0, 0.23384)","(7236, 122.0, 0.54978)","(11, 122.0, 1.04908)","(1541, 122.0, 0.87201)","(1379, 122.0, 1.03907)","(4130, 122.0, 0.70372)","(1541, 122.0, 0.87139)","(11, 122.0, 1.04905)","(7259, 122.0, 0.43081)","(7259, 122.0, 0.43128)","(6529, 122.0, 0.58363)","(7274, 122.0, 0.54906)","(1134, 122.0, 0.42694)","(1418, 122.0, 0.51542)","(11, 122.0, 1.04833)","(1252, 122.0, 0.97108)","(1779, 122.0, 0.95075)","(4075, 122.0, 0.9084)","(7259, 122.0, 0.43128)","(5244, 122.0, 0.2373)","(7229, 122.0, 0.31962)","(11, 122.0, 1.04556)","(1779, 122.0, 0.95064)","(1252, 122.0, 0.97108)","(6529, 122.0, 0.58363)","(1779, 122.0, 0.95075)","(1779, 122.0, 0.95064)","(484, 122.0, 0.15501)","(7236, 122.0, 0.54905)","(1252, 122.0, 0.96995)","(6529, 122.0, 0.58094)","(1779, 122.0, 0.94662)","(5244, 122.0, 0.23523)","(1252, 122.0, 0.96754)","(831, 122.0, 0.34724)","(1252, 122.0, 0.97081)","(6433, 122.0, 0.72542)","(1252, 122.0, 0.96995)","(7262, 122.0, 0.85043)","(1252, 122.0, 0.97108)","(5289, 122.0, 0.27962)","(7236, 122.0, 0.55012)","(2668, 122.0, 0.99115)","(2668, 122.0, 0.98844)","(5833, 122.0, 0.62864)","(1779, 122.0, 0.95075)","(7244, 122.0, 0.95876)","(7244, 122.0, 0.95536)","(11, 122.0, 1.04556)","(1379, 122.0, 1.0391)","(7149, 122.0, 0.38595)","(4563, 122.0, 0.35564)","(5244, 122.0, 0.2335)","(7149, 122.0, 0.38595)","(6858, 122.0, 0.63717)","(2412, 122.0, 0.40348)","(6943, 122.0, 0.5296)","(6737, 122.0, 0.33851)","(4734, 122.0, 0.37755)"
"(11, 121.0, 1.04908)","(7236, 121.0, 0.55119)","(7236, 121.0, 0.55119)","(7236, 121.0, 0.55012)","(7236, 121.0, 0.54905)","(7236, 121.0, 0.55119)","(7236, 121.0, 0.54905)","(7236, 121.0, 0.54978)","(3027, 121.0, 1.23467)","(7236, 121.0, 0.54905)","(7236, 121.0, 0.54978)","(7236, 121.0, 0.55012)","(1252, 121.0, 0.96754)","(1779, 121.0, 0.95075)","(2294, 121.0, 1.4792)","(1541, 121.0, 0.87029)","(1541, 121.0, 0.86967)","(2294, 121.0, 1.47866)","(3027, 121.0, 1.23416)","(1779, 121.0, 0.94977)","(1779, 121.0, 0.95064)","(1779, 121.0, 0.94662)","(6917, 121.0, 0.36973)","(1418, 121.0, 0.50934)","(4662, 121.0, 0.39125)","(4130, 121.0, 0.70566)","(484, 121.0, 0.15891)","(1252, 121.0, 0.97108)","(5244, 121.0, 0.23523)","(7149, 121.0, 0.38595)","(1779, 121.0, 0.94662)","(1779, 121.0, 0.95075)","(7236, 121.0, 0.54978)","(1541, 121.0, 0.87139)","(7259, 121.0, 0.43142)","(7149, 121.0, 0.38195)","(5244, 121.0, 0.2335)","(5244, 121.0, 0.23384)","(3559, 121.0, 1.04819)","(5244, 121.0, 0.23523)","(484, 121.0, 0.15822)","(5244, 121.0, 0.23523)","(7149, 121.0, 0.38195)","(1252, 121.0, 0.96995)","(6529, 121.0, 0.58363)","(6871, 121.0, 0.57224)","(7236, 121.0, 0.55012)","(1951, 121.0, 0.54641)","(7236, 121.0, 0.54905)","(1252, 121.0, 0.97108)","(3027, 121.0, 1.23467)","(7266, 121.0, 0.64741)","(7149, 121.0, 0.38595)","(7149, 121.0, 0.38506)","(7149, 121.0, 0.38195)","(2668, 121.0, 0.99199)","(7234, 121.0, 0.53933)","(1779, 121.0, 0.94977)","(1779, 121.0, 0.94662)","(7236, 121.0, 0.54978)","(7156, 121.0, 0.4098)","(1379, 121.0, 1.0391)","(5145, 121.0, 0.47914)","(7236, 121.0, 0.55119)","(7265, 121.0, 0.34447)","(5145, 121.0, 0.47605)","(6413, 121.0, 0.69497)","(7262, 121.0, 0.85004)","(7262, 121.0, 0.85189)","(6737, 121.0, 0.33749)"
"(7236, 120.0, 0.55119)","(6529, 120.0, 0.58018)","(1252, 120.0, 0.97108)","(1252, 120.0, 0.97081)","(484, 120.0, 0.15822)","(7259, 120.0, 0.43142)","(7259, 120.0, 0.43081)","(7259, 120.0, 0.42694)","(484, 120.0, 0.15891)","(6529, 120.0, 0.58094)","(6529, 120.0, 0.58363)","(6529, 120.0, 0.58019)","(6529, 120.0, 0.58363)","(3027, 120.0, 1.23467)","(484, 120.0, 0.15891)","(2294, 120.0, 1.47737)","(484, 120.0, 0.15501)","(484, 120.0, 0.15859)","(7236, 120.0, 0.55012)","(6529, 120.0, 0.58094)","(6529, 120.0, 0.58019)","(3027, 120.0, 1.23022)","(516, 120.0, 0.29088)","(4662, 120.0, 0.39424)","(4472, 120.0, 0.72514)","(3873, 120.0, 0.75756)","(7236, 120.0, 0.55119)","(3027, 120.0, 1.23467)","(3968, 120.0, 0.2916)","(1252, 120.0, 0.97081)","(3873, 120.0, 0.75812)","(1541, 120.0, 0.87201)","(2850, 120.0, 1.14673)","(11, 120.0, 1.04905)","(7236, 120.0, 0.55119)","(7236, 120.0, 0.54978)","(6529, 120.0, 0.58018)","(6529, 120.0, 0.58019)","(3027, 120.0, 1.23022)","(484, 120.0, 0.15822)","(3027, 120.0, 1.23291)","(1779, 120.0, 0.94977)","(3873, 120.0, 0.75812)","(6529, 120.0, 0.58094)","(3027, 120.0, 1.23022)","(6737, 120.0, 0.33749)","(6529, 120.0, 0.58019)","(3116, 120.0, 1.35868)","(5244, 120.0, 0.23523)","(7156, 120.0, 0.40913)","(6529, 120.0, 0.58018)","(2356, 120.0, 0.67656)","(4130, 120.0, 0.70579)","(1379, 120.0, 1.03907)","(1379, 120.0, 1.03821)","(7149, 120.0, 0.38595)","(7149, 120.0, 0.38634)","(7234, 120.0, 0.53803)","(7234, 120.0, 0.53514)","(5244, 120.0, 0.2373)","(3968, 120.0, 0.29098)","(7259, 120.0, 0.43128)","(4977, 120.0, 1.32084)","(6529, 120.0, 0.58018)","(654, 120.0, 0.73924)","(3968, 120.0, 0.29098)","(1253, 120.0, 0.5687)","(6724, 120.0, 1.28291)","(6529, 120.0, 0.58363)","(6997, 120.0, 0.38779)"
